Filename,Overall Index
1.2021.pdf.json,0.2097902097902098
1.2022.pdf.json,0.7526881720430108
2.2021.pdf.json,-0.1639344262295082
2.2022.pdf.json,-1.6901408450704225
2.2023.pdf.json,-1.0483870967741935
3.2021.pdf.json,-1.3
3.2022.pdf.json,-1.3235294117647058
3.2023.pdf.json,-1.0714285714285714
4.2021.pdf.json,-2.0833333333333335
4.2022.pdf.json,-2.2727272727272725
4.2023.pdf.json,-1.858407079646018
5.2021.pdf.json,-2.380952380952381
5.2022.pdf.json,-0.9523809523809523
5.2023.pdf.json,-0.5555555555555556
6.2021.pdf.json,-1.326530612244898
6.2022.pdf.json,-2.4050632911392404
6.2023.pdf.json,-1.6964285714285716
7.2022.pdf.json,-1.1855670103092784
7.2023.pdf.json,-1.0683760683760684
8.2021.pdf.json,-2.8125
8.2022.pdf.json,-2.9
8.2023.pdf.json,-3.6923076923076925
9.2021.pdf.json,-2.232142857142857
9.2023.pdf.json,-2.413793103448276
10.2021.pdf.json,0.16129032258064516
10.2022.pdf.json,0.8620689655172414
10.2023.pdf.json,1.3076923076923077
11.2021.pdf.json,2.5
11.2022.pdf.json,5.0
11.2023.pdf.json,1.6666666666666665
12.2021.pdf.json,-1.25
12.2022.pdf.json,-1.1627906976744187
12.2023.pdf.json,-0.631578947368421
13.2021.pdf.json,-1.1788617886178863
13.2022.pdf.json,-0.036231884057971016
13.2023.pdf.json,-0.7870370370370371
14.2023.pdf.json,-1.1555555555555554
15.2022.pdf.json,-1.875
15.2023.pdf.json,-0.6818181818181818
16.2021.pdf.json,-2.6470588235294117
16.2022.pdf.json,-2.0833333333333335
16.2023.pdf.json,-2.2
17.2022.pdf.json,0.1388888888888889
17.2023.pdf.json,-1.5957446808510638
18.2021.pdf.json,0.0
18.2022.pdf.json,-1.8867924528301887
18.2023.pdf.json,-0.5797101449275363
19.2021.pdf.json,-2.6543209876543212
19.2022.pdf.json,-1.8468468468468469
19.2023.pdf.json,-1.0964912280701753
20.2021.pdf.json,-2.1341463414634148
20.2022.pdf.json,-1.3839285714285716
20.2023.pdf.json,-5.0
21.2021.pdf.json,-1.4102564102564101
21.2022.pdf.json,-0.975609756097561
21.2023.pdf.json,-0.9615384615384616
22.2022.pdf.json,-5.0
22.2023.pdf.json,-1.6451612903225807
23.2021.pdf.json,-1.9148936170212765
23.2022.pdf.json,-1.9306930693069306
23.2023.pdf.json,-1.153846153846154
24.2021.pdf.json,-0.9782608695652174
24.2022.pdf.json,-0.7058823529411764
24.2023.pdf.json,-0.5660377358490566
25.2021.pdf.json,-1.7361111111111112
25.2022.pdf.json,-1.2328767123287672
25.2023.pdf.json,-1.9444444444444444
26.2021.pdf.json,-1.0638297872340425
26.2022.pdf.json,-1.1627906976744187
26.2023.pdf.json,-0.23255813953488372
27.2021.pdf.json,-1.5789473684210527
27.2022.pdf.json,-1.9230769230769231
27.2023.pdf.json,-1.5094339622641508
28.2021.pdf.json,-2.3333333333333335
28.2022.pdf.json,0.8333333333333333
28.2023.pdf.json,-2.6
29.2021.pdf.json,-2.7333333333333334
29.2022.pdf.json,-2.051282051282051
29.2023.pdf.json,-1.4375
30.2021.pdf.json,-1.8835616438356164
30.2022.pdf.json,-2.155688622754491
30.2023.pdf.json,-2.0869565217391304
31.2021.pdf.json,-1.442307692307692
31.2022.pdf.json,-2.5
31.2023.pdf.json,-2.25
32.2021.pdf.json,-3.36734693877551
32.2022.pdf.json,-2.2
32.2023.pdf.json,-2.2950819672131146
33.2021.pdf.json,-0.3629032258064516
33.2022.pdf.json,-0.5913978494623656
33.2023.pdf.json,-1.4473684210526316
33.20222.pdf.json,-0.5913978494623656
34.2022.pdf.json,-2.916666666666667
34.2023.pdf.json,-1.8421052631578947
35.2021.pdf.json,-0.10416666666666666
35.2022.pdf.json,0.0
35.2023.pdf.json,-0.136986301369863
36.2021.pdf.json,-2.0370370370370368
36.2022.pdf.json,-0.9722222222222222
36.2023.pdf.json,-1.4102564102564101
37.2022.pdf.json,-1.6666666666666665
37.2023.pdf.json,-1.6129032258064515
38.2021.pdf.json,-1.557377049180328
38.2022.pdf.json,-1.7999999999999998
38.2023.pdf.json,-2.7777777777777777
39.2021.pdf.json,-1.1224489795918366
39.2022.pdf.json,0.8490566037735848
39.2023.pdf.json,1.0
40.2021.pdf.json,-2.0833333333333335
40.2022.pdf.json,-2.468354430379747
40.2023.pdf.json,-2.8571428571428568
41.2021.pdf.json,-0.40697674418604657
41.2022.pdf.json,-0.7894736842105263
41.2023.pdf.json,-0.9895833333333333
42.2021.pdf.json,-0.7692307692307693
42.2023.pdf.json,0.09433962264150943
43.2021.pdf.json,-2.1818181818181817
43.2022.pdf.json,-1.5116279069767442
43.2023.pdf.json,-1.9444444444444444
44.2021.pdf.json,-1.4285714285714284
44.2022.pdf.json,-0.5555555555555556
44.2023.pdf.json,-2.5
45.2021.pdf.json,-1.6666666666666665
45.2022.pdf.json,-1.0555555555555556
45.2023.pdf.json,-0.5303030303030303
46.2023.pdf.json,0.1724137931034483
47.2021.pdf.json,1.6666666666666665
47.2022.pdf.json,0.22222222222222224
47.2023.pdf.json,0.16129032258064516
48.2021.pdf.json,-2.4242424242424243
48.2023.pdf.json,-1.095890410958904
49.2021.pdf.json,-1.3135593220338984
49.2022.pdf.json,-1.2295081967213115
49.2023.pdf.json,-2.2413793103448274
50.2021.pdf.json,1.6304347826086958
50.2022.pdf.json,1.728395061728395
50.2023.pdf.json,1.9662921348314608
51.2021.pdf.json,-0.6756756756756757
51.2022.pdf.json,-1.76056338028169
51.2023.pdf.json,-1.4473684210526316
52.2023.pdf.json,-2.880434782608696
53.2021.pdf.json,-3.75
53.2022.pdf.json,-2.5
54.2021.pdf.json,-0.8
54.2022.pdf.json,-3.75
54.2023.pdf.json,-2.884615384615384
55.2022.pdf.json,-0.6666666666666666
55.2023.pdf.json,-0.546218487394958
56.2021.pdf.json,-1.6428571428571428
56.2022.pdf.json,-2.3333333333333335
56.2023.pdf.json,-1.6666666666666665
57.2021.pdf.json,-0.5384615384615385
57.2023.pdf.json,-2.0
58.2021.pdf.json,-2.692307692307692
58.2022.pdf.json,-2.1739130434782608
58.2023.pdf.json,-1.1111111111111112
59.2021.pdf.json,-2.019230769230769
59.2022.pdf.json,-2.2448979591836733
59.2023.pdf.json,-2.7358490566037736
60.2021.pdf.json,-1.973684210526316
60.2022.pdf.json,-1.8333333333333333
60.2023.pdf.json,-1.8014705882352942
61.2021.pdf.json,2.0
61.2022.pdf.json,3.0
61.2023.pdf.json,1.6666666666666665
62.2021.pdf.json,-3.0635838150289016
62.2022.pdf.json,-3.1460674157303368
62.2023.pdf.json,-2.073170731707317
63.2021.pdf.json,-2.727272727272727
63.2022.pdf.json,-0.9722222222222222
63.2023.pdf.json,-1.3
64.2021.pdf.json,-2.6344086021505375
64.2022.pdf.json,-3.105263157894737
64.2023.pdf.json,-2.0634920634920633
65.2021.pdf.json,-2.5301204819277108
65.2022.pdf.json,-1.597222222222222
65.2023.pdf.json,-3.25
66.2021.pdf.json,-1.777777777777778
66.2022.pdf.json,-0.5813953488372093
66.2023.pdf.json,-1.4634146341463414
67.2022.pdf.json,-0.8196721311475409
68.2021.pdf.json,-3.076923076923077
68.2022.pdf.json,-0.5952380952380952
68.2023.pdf.json,-3.0434782608695654
69.2021.pdf.json,-2.0
69.2022.pdf.json,-0.5555555555555556
69.2023.pdf.json,-0.625
70.2021.pdf.json,-2.4074074074074074
70.2022.pdf.json,0.18518518518518517
70.2023.pdf.json,-0.5
71.2021.pdf.json,-1.8055555555555556
71.2022.pdf.json,-1.1111111111111112
71.2023.pdf.json,-2.0
72.2022.pdf.json,-2.528735632183908
72.2023.pdf.json,-2.833333333333333
72.2024.pdf.json,-4.414414414414415
73.2021.pdf.json,-3.1578947368421053
73.2022.pdf.json,-3.2222222222222223
73.2023.pdf.json,-2.884615384615384
74.2021.pdf.json,-2.5661375661375665
74.2022.pdf.json,-2.5806451612903225
74.2023.pdf.json,-2.5806451612903225
75.2021.pdf.json,-0.4878048780487805
75.2022.pdf.json,-0.1388888888888889
75.2023.pdf.json,-0.2898550724637681
76.2021.pdf.json,-3.5
76.2022.pdf.json,0.0
76.2023.pdf.json,-3.875
77.2021.pdf.json,0.0
77.2022.pdf.json,-1.5909090909090908
77.2023.pdf.json,-2.2222222222222223
78.2023.pdf.json,0.625
